0 0 101325
0.0015625 0 370150
0.003125 0 371643
0.0046875 0 373198
0.00625 0 374805
0.0078125 0 376457
0.009375 0 378154
0.0109375 0 379897
0.0125 0 381691
0.0140625 0 383542
0.015625 0 385459
0.0171875 0 387452
0.01875 0 389533
0.0203125 0 391715
0.021875 0 394013
0.0234375 0 396441
0.025 0 399017
0.0265625 0 401758
0.028125 0 404680
0.0296875 0 407802
0.03125 0 411141
0.0328125 0 414715
0.034375 0 418540
0.0359375 0 422630
0.0375 0 426999
0.0390625 0 431657
0.040625 0 436612
0.0421875 0 441868
0.04375 0 447423
0.0453125 0 453273
0.046875 0 459404
0.0484375 0 465799
0.05 0 472431
0.0515625 0 479266
0.053125 0 486259
0.0546875 0 493359
0.05625 0 500506
0.0578125 0 507631
0.059375 0 514658
0.0609375 0 521506
0.0625 0 528092
0.0640625 0 534334
0.065625 0 540154
0.0671875 0 545481
0.06875 0 550259
0.0703125 0 554447
0.071875 0 558025
0.0734375 0 560993
0.075 0 563375
0.0765625 0 565215
0.078125 0 566577
0.0796875 0 567533
0.08125 0 568165
0.0828125 0 568553
0.084375 0 568768
0.0859375 0 568874
0.0875 0 568917
0.0890625 0 568929
0.090625 0 568930
0.0921875 0 568930
0.09375 0 568930
0.0953125 0 568930
0.096875 0 568930
0.0984375 0 568930
0.1 0 568930
0.101563 0 568930
0.103125 0 568930
0.104688 0 568930
0.10625 0 568930
0.107813 0 568930
0.109375 0 568930
0.110938 0 568930
0.1125 0 568930
0.114063 0 568930
0.115625 0 568930
0.117188 0 568930
0.11875 0 568930
0.120313 0 568930
0.121875 0 568930
0.123438 0 568930
0.125 0 568930
0.126562 0 568930
0.128125 0 568930
0.129688 0 568930
0.13125 0 568930
0.132813 0 568930
0.134375 0 568930
0.135938 0 568930
0.1375 0 568929
0.139063 0 568929
0.140625 0 568928
0.142187 0 568927
0.14375 0 568926
0.145313 0 568924
0.146875 0 568922
0.148438 0 568919
0.15 0 568915
0.151563 0 568910
0.153125 0 568903
0.154688 0 568894
0.15625 0 568883
0.157813 0 568870
0.159375 0 568854
0.160938 0 568834
0.1625 0 568811
0.164063 0 568782
0.165625 0 568749
0.167188 0 568710
0.16875 0 568665
0.170313 0 568613
0.171875 0 568552
0.173438 0 568483
0.175 0 568405
0.176563 0 568315
0.178125 0 568214
0.179688 0 568101
0.18125 0 567973
0.182813 0 567829
0.184375 0 567669
0.185938 0 567491
0.1875 0 567294
0.189063 0 567076
0.190625 0 566836
0.192188 0 566575
0.19375 0 566291
0.195313 0 565987
0.196875 0 565663
0.198438 0 565324

0 0.0015625 101325
0.0015625 0.0015625 370809
0.003125 0.0015625 372239
0.0046875 0.0015625 373739
0.00625 0.0015625 375296
0.0078125 0.0015625 376904
0.009375 0.0015625 378561
0.0109375 0.0015625 380268
0.0125 0.0015625 382029
0.0140625 0.0015625 383849
0.015625 0.0015625 385735
0.0171875 0.0015625 387699
0.01875 0.0015625 389749
0.0203125 0.0015625 391899
0.021875 0.0015625 394162
0.0234375 0.0015625 396553
0.025 0.0015625 399086
0.0265625 0.0015625 401779
0.028125 0.0015625 404649
0.0296875 0.0015625 407711
0.03125 0.0015625 410985
0.0328125 0.0015625 414486
0.034375 0.0015625 418230
0.0359375 0.0015625 422233
0.0375 0.0015625 426509
0.0390625 0.0015625 431067
0.040625 0.0015625 435918
0.0421875 0.0015625 441067
0.04375 0.0015625 446513
0.0453125 0.0015625 452255
0.046875 0.0015625 458283
0.0484375 0.0015625 464581
0.05 0.0015625 471126
0.0515625 0.0015625 477889
0.053125 0.0015625 484829
0.0546875 0.0015625 491899
0.05625 0.0015625 499043
0.0578125 0.0015625 506196
0.059375 0.0015625 513285
0.0609375 0.0015625 520232
0.0625 0.0015625 526955
0.0640625 0.0015625 533371
0.065625 0.0015625 539400
0.0671875 0.0015625 544966
0.06875 0.0015625 550006
0.0703125 0.0015625 554472
0.071875 0.0015625 558333
0.0734375 0.0015625 561578
0.075 0.0015625 564223
0.0765625 0.0015625 566301
0.078125 0.0015625 567868
0.0796875 0.0015625 568992
0.08125 0.0015625 569755
0.0828125 0.0015625 570236
0.084375 0.0015625 570515
0.0859375 0.0015625 570658
0.0875 0.0015625 570720
0.0890625 0.0015625 570740
0.090625 0.0015625 570743
0.0921875 0.0015625 570743
0.09375 0.0015625 570743
0.0953125 0.0015625 570743
0.096875 0.0015625 570743
0.0984375 0.0015625 570743
0.1 0.0015625 570743
0.101563 0.0015625 570743
0.103125 0.0015625 570743
0.104688 0.0015625 570743
0.10625 0.0015625 570743
0.107813 0.0015625 570743
0.109375 0.0015625 570743
0.110938 0.0015625 570743
0.1125 0.0015625 570743
0.114063 0.0015625 570743
0.115625 0.0015625 570743
0.117188 0.0015625 570743
0.11875 0.0015625 570743
0.120313 0.0015625 570743
0.121875 0.0015625 570743
0.123438 0.0015625 570743
0.125 0.0015625 570743
0.126562 0.0015625 570743
0.128125 0.0015625 570743
0.129688 0.0015625 570743
0.13125 0.0015625 570743
0.132813 0.0015625 570742
0.134375 0.0015625 570742
0.135938 0.0015625 570742
0.1375 0.0015625 570742
0.139063 0.0015625 570741
0.140625 0.0015625 570741
0.142187 0.0015625 570740
0.14375 0.0015625 570738
0.145313 0.0015625 570737
0.146875 0.0015625 570734
0.148438 0.0015625 570731
0.15 0.0015625 570727
0.151563 0.0015625 570721
0.153125 0.0015625 570714
0.154688 0.0015625 570706
0.15625 0.0015625 570695
0.157813 0.0015625 570681
0.159375 0.0015625 570665
0.160938 0.0015625 570645
0.1625 0.0015625 570622
0.164063 0.0015625 570594
0.165625 0.0015625 570561
0.167188 0.0015625 570523
0.16875 0.0015625 570478
0.170313 0.0015625 570426
0.171875 0.0015625 570367
0.173438 0.0015625 570300
0.175 0.0015625 570223
0.176563 0.0015625 570135
0.178125 0.0015625 570037
0.179688 0.0015625 569926
0.18125 0.0015625 569801
0.182813 0.0015625 569661
0.184375 0.0015625 569505
0.185938 0.0015625 569331
0.1875 0.0015625 569138
0.189063 0.0015625 568925
0.190625 0.0015625 568691
0.192188 0.0015625 568435
0.19375 0.0015625 568158
0.195313 0.0015625 567859
0.196875 0.0015625 567541
0.198438 0.0015625 567206

0 0.003125 101325
0.0015625 0.003125 371244
0.003125 0.003125 372614
0.0046875 0.003125 374055
0.00625 0.003125 375561
0.0078125 0.003125 377124
