0 0 0.6 0
0.0015625 0 0.149064 -0.0248888
0.003125 0 0.149291 -0.0296069
0.0046875 0 0.149818 -0.0328477
0.00625 0 0.150714 -0.03505
0.0078125 0 0.152009 -0.0365629
0.009375 0 0.153709 -0.0376565
0.0109375 0 0.155793 -0.0385288
0.0125 0 0.158223 -0.0393153
0.0140625 0 0.160935 -0.0400985
0.015625 0 0.16382 -0.0409389
0.0171875 0 0.16677 -0.0418128
0.01875 0 0.169659 -0.0426825
0.0203125 0 0.172353 -0.0435025
0.021875 0 0.174714 -0.044227
0.0234375 0 0.176622 -0.0448151
0.025 0 0.177991 -0.0452373
0.0265625 0 0.178795 -0.0454851
0.028125 0 0.178986 -0.0455435
0.0296875 0 0.178986 -0.0455435
0.03125 0 0.178986 -0.0455435
0.0328125 0 0.178986 -0.0455435
0.034375 0 0.178986 -0.0455435
0.0359375 0 0.178986 -0.0455435
0.0375 0 0.178986 -0.0455435
0.0390625 0 0.178986 -0.0455435
0.040625 0 0.178986 -0.0455435
0.0421875 0 0.178986 -0.0455435
0.04375 0 0.178986 -0.0455435
0.0453125 0 0.178986 -0.0455435
0.046875 0 0.178986 -0.0455435
0.0484375 0 0.178986 -0.0455435
0.05 0 0.178986 -0.0455435
0.0515625 0 0.178986 -0.0455435
0.053125 0 0.178986 -0.0455435
0.0546875 0 0.178986 -0.0455435
0.05625 0 0.178986 -0.0455435
0.0578125 0 0.178986 -0.0455435
0.059375 0 0.178986 -0.0455435
0.0609375 0 0.178986 -0.0455435
0.0625 0 0.178986 -0.0455435
0.0640625 0 0.178986 -0.0455435
0.065625 0 0.178986 -0.0455435
0.0671875 0 0.178986 -0.0455435
0.06875 0 0.178986 -0.0455435
0.0703125 0 0.178986 -0.0455435
0.071875 0 0.178986 -0.0455435
0.0734375 0 0.178986 -0.0455435
0.075 0 0.178986 -0.0455435
0.0765625 0 0.178986 -0.0455435
0.078125 0 0.178986 -0.0455435
0.0796875 0 0.178986 -0.0455435
0.08125 0 0.178986 -0.0455435
0.0828125 0 0.178986 -0.0455435
0.084375 0 0.178986 -0.0455435
0.0859375 0 0.178986 -0.0455435
0.0875 0 0.178986 -0.0455435
